Star Name,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Gaia ID,Star H Mag,Star J Mag,Star K Mag,Star V Mag,Star Gaia Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star W4 Mag,Star T Mag,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star RA,Star Dec,Planet Name,Planet Radius [Re],Planet Radius Error Upper [Re],Planet Radius Error Lower [Re],Planet Radius [Rj],Planet Radius Error Upper [Rj],Planet Radius Error Lower [Rj],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Mj],Planet Mass Error Upper [Mj],Planet Mass Error Lower [Mj],Mass Flag,RV Flag,RV Amplitude [m/s],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Transit Temperature [K],Eclipse Temperature [K],Planet Semi-major Axis [AU],Planet Semi-major Axis [m],Planet-Star Separation Transit [m],Planet-Star Separation Eclipse [m],Planet Albedo,Molecular Weight,Transit Duration [s],Impact Parameter,Heat Redistribution Factor,Inclination,Inclination Error Upper,Inclination Error Lower,Eccentricity,Eccentricity Error Upper,Eccentricity Error Lower,Eccentricity Flag,Periastron,Periastron Error Upper,Periastron Error Lower,Transit Mid Time [JD - 2450000],Transit Mid Time Error Upper [days],Transit Mid Time Error Lower [days],Transit Mid Time Flag,Eclipse Mid Time [JD - 2450000],Eclipse Duration [s],Transit Flag,Transit Depth [%],Transit Depth Error Upper [%],Transit Depth Error Lower [%],"Known (Y=1,N=0)",Discovery Year,FGS1_Flag,FGS2_Flag,FGS_Flag,Tier 1 Transits,Tier 1 Eclipses,Tier 2 Transits,Tier 2 Eclipses,Tier 3 Transits,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,Max Tier,Tmag_TIC,Distance_pc_TIC,RA_TIC,Dec_TIC,dr2_source_id,dr3_source_id,phot_g_mean_mag,angular_distance
HD 191939,0.81,-0.04,0.04,5427.0,-50.0,50.0,0.94,-0.02,0.02,53.6089,-0.0731,0.0733,4.3,-0.1,0.1,Gaia DR2 2248126315275354496,7.215,7.597000122,7.179999828,8.97,8.77476,7.04,7.178,7.178,7.099,0,-0.15,-0.06,0.06,[Fe/H],8.7,,,G9 V,302.0256247,66.8503014,HD 191939 b,3.407530142,0.078462865,-0.078462865,0.304,0.007,-0.007,9.998881671,0.699222495,-0.699222495,0.03146,0.0022,-0.0022,0,1,3.56,8.8803256,-4.7e-06,4.7e-06,877.1806424,878.9084868,876.5370265,0.078289656,11704303619.0,11661548285.0,11724733998.0,0.3,2.3,11354.0982,0.61,1,88.1,-0.1,0.14,0.031,-0.011,0.01,0,5.0,-35.0,40.0,9443.54236,0.00025,-0.00023,0,9447.982523,11415.61805,1,0.1248,0.001429,-0.001429,2,2020,0,0,0,2,55,9,200,16,373,Transit,2,9,16,2,8.2929,53.6089,302.023979061375,66.8505765379992,2248126315275354496,2248126315275354496,8.782845,0.124308616
HD 191939,0.81,-0.04,0.04,5427.0,-50.0,50.0,0.94,-0.02,0.02,53.6089,-0.0731,0.0733,4.3,-0.1,0.1,Gaia DR2 2248126315275354496,7.215,7.597000122,7.179999828,8.97,8.77476,7.04,7.178,7.178,7.099,0,-0.15,-0.06,0.06,[Fe/H],8.7,,,G9 V,302.0256247,66.8503014,HD 191939 d,2.992797855,0.067253884,-0.067253884,0.267,0.006,-0.006,2.800068262,0.600695688,-0.600695688,0.00881,0.00189,-0.00189,0,1,0.61,38.353037,-6e-05,6e-05,573.5679379,576.2207415,571.6158967,0.207627544,31040317801.0,30763659208.0,31261309748.0,0.1,2.3,20503.07956,0.44,1,89.49,-0.08,0.05,0.031,-0.012,0.018,0,15.0,-160.0,90.0,9433.906,0.0005,-0.0009,0,9453.082518,20834.74909,1,0.1072,0.0038,-0.0038,2,2020,0,0,0,1,2070,3,5306,4,9661,Transit,1,3,4,2,8.2929,53.6089,302.023979061375,66.8505765379992,2248126315275354496,2248126315275354496,8.782845,0.124308616
HD 207496,0.8,-0.04,0.04,4819.0,-94.0,94.0,0.77,-0.03,0.03,23.606,-0.0179,0.0179,4.51,-0.04,0.04,Gaia DR2 6356417496318028800,6.085,6.570000172,5.967000008,8.23,7.97255,,,,,0,0.095,-0.038,0.038,[Fe/H],0.52,-0.26,0.26,K2.5 V,328.7181708,-77.3388025,HD 207496 b,2.253005127,0.123298788,-0.100880827,0.201,0.011,-0.009,6.099127123,1.598676885,-1.598676885,0.01919,0.00503,-0.00503,0,1,2.52,6.441008,-1.1e-05,1.1e-05,786.2459751,883.0387412,725.7142396,0.062939411,9409441962.0,7461756915.0,11047635136.0,0.3,2.3,7669.728042,0.43,1,88.79,-0.75,0.8,0.231,-0.049,0.042,0,57.0,-22.0,22.0,8658.78978,0.0005,-0.0005,0,8662.010284,11355.55044,1,0.08271,0.002521,-0.002521,2,2023,0,0,0,3,269,11,631,19,976,Transit,3,11,19,2,7.3661,23.606,328.713753933317,-77.3379989367607,6356417496318028800,6356417496318028800,7.9835877,0.17228003
HD 202772 A,1.72,-0.07,0.06,6272.0,-71.0,77.0,2.59,-0.09,0.08,161.498,-2.388,2.459,3.85,-0.03,0.03,Gaia DR2 6790773586275235200,7.048,7.232,6.959,8.319999695,8.22688,6.882,6.94,6.945,7.12,0,0.3,-0.06,0.06,[Fe/H],1.7,-0.26,0.32,,319.6995877,-26.6163743,HD 202772 A b,17.31787523,0.582866998,-0.672538844,1.545,0.052,-0.06,323.2314895,22.24798846,-21.61233165,1.017,0.07,-0.068,0,1,96.4,3.308958,-8.3e-05,8.3e-05,2062.654694,2102.914193,2025.215532,0.052106724,7789955294.0,7496607847.0,8082866369.0,0.3,2.3,20172.09617,0.403,1,84.51,-0.82,1.1,0.038,-0.027,0.042,0,98.0,-52.0,65.0,8338.61047,0.00024,-0.00024,0,8340.264949,21749.6181,1,0.3755,0.01,-0.0099,2,2019,0,0,0,1,1,4,1,6,1,Eclipse,1,1,1,3,7.87598,161.498,319.699475771073,-26.6161264527722,6790773586275235200,6790773586275235200,8.243867,0.28343222
HD 209458,1.23,-0.09,0.09,6091.0,-10.0,10.0,1.19,-0.02,0.02,48.3016,-0.1234,0.124,4.45,-0.02,0.02,Gaia DR2 1779546757669063552,6.366,6.59100008,6.308000088,7.630000114,7.50866,6.308,6.191,6.32,6.265,0,0.01,,,[Fe/H],3.1,-0.7,0.8,G0 V,330.7950219,18.8842419,HD 209458 b,15.58048322,0.224179615,-0.224179615,1.39,0.02,-0.02,216.7589733,4.449597692,-4.767426099,0.682,0.014,-0.015,0,1,84.27,3.52474859,-3.8e-07,3.8e-07,1405.91027,1405.91027,1405.91027,0.048600856,7265828019.0,7265828019.0,7265828019.0,0.3,2.3,11073.31404,0.507,1,86.71,-0.05,0.05,0.0,,,0,0.0,0.0,0.0,1659.93742,2e-05,-2e-05,0,1661.699794,11073.31404,1,1.5,0.0024,-0.0024,1,1999,0,0,0,1,1,1,1,1,1,Either,1,1,1,3,7.1274,48.3016,330.794887332661,18.8843189579296,1779546757669063552,1779546757669063552,7.5212455,0.2175559
GJ 143,0.73,-0.07,0.07,4640.0,-100.0,100.0,0.7,-0.03,0.03,16.32,-0.0071,0.0071,4.61,-0.06,0.05,Gaia DR2 4673947174316727040,5.524,6.080999851,5.375,8.142999649,7.67906,,,,,0,0.003,-0.06,0.06,[Fe/H],3.8,-3.7,3.7,K4.5,51.7501882,-63.500166,HD 21749 c,0.896718458,0.067253884,-0.056044904,0.08,0.006,-0.005,0.664128166,0.0,0.0,0.002089581,0.0,0.0,1,0,0.0,7.78993,-0.00044,0.00051,687.8986058,687.8986058,687.8986058,0.069297906,10360036924.0,10360036924.0,10360036924.0,0.3,2.3,9274.09693,0.42,1,88.9,-0.37,0.5,0.0,,,0,,,,8371.2287,0.0016,-0.0015,0,8375.123665,9274.09693,1,0.020523,0.001656,-0.001656,2,2019,0,0,0,9,9561,23,20389,39,31131,Transit,9,23,39,1,6.9934,16.32,51.746761965648,-63.4991005063024,4673947174316727040,4673947174316727040,7.686759,0.19437867
HD 221416,1.21,-0.07,0.07,5080.0,-90.0,90.0,2.94,-0.06,0.06,95.5483,-0.7254,0.7364,3.58,-0.01,0.01,Gaia DR2 2388463203438164096,6.149,6.56799984,6.043000221,8.149999619,7.90776,6.017,5.938,6.02,5.922,0,-0.08,-0.08,0.08,[Fe/H],4.9,-1.1,1.1,K0 IV/V,353.0331863,-21.8012007,HD 221416 b,9.370707891,0.347478403,-0.31385146,0.836,0.031,-0.028,60.38739725,5.720911319,-5.720911319,0.19,0.018,-0.018,0,1,14.1,14.2767,-0.0037,0.0037,1159.363513,1100.860941,1230.094836,0.122820388,18361648063.0,20370695767.0,16315244963.0,0.3,2.3,31943.33213,0.728,1,85.75,-0.35,0.36,0.115,-0.03,0.034,0,-106.0,-31.1,34.7,8357.0149,0.0025,-0.0026,0,8364.15325,31943.33213,1,0.082793,0.004446,-0.004446,2,2019,0,0,0,6,7,11,11,17,16,Eclipse,7,11,16,2,7.3566,95.5483,353.033635022551,-21.801421336347,2388463203438164096,2388463203438164096,7.920535,0.20695937
HD 219666,0.92,-0.03,0.03,5527.0,-65.0,65.0,1.03,-0.03,0.03,94.1719,-0.2506,0.2518,4.4,-0.11,0.11,Gaia DR2 6492940453524576128,8.254,8.55700016,8.157999992,9.81000042,9.64956,8.08,8.138,8.1,8.25,0,0.04,-0.04,0.04,[Fe/H],10.0,-2.0,2.0,G5 V,349.5592665,-56.9039857,HD 219666 b,4.236994716,0.15692573,-0.15692573,0.378,0.014,-0.014,16.60017768,1.299918183,-1.299918183,0.05223,0.00409,-0.00409,0,1,6.17,6.04345,-1e-05,1e-05,1040.808631,1040.808631,1040.808631,0.063198876,9448231907.0,9448231907.0,9448231907.0,0.3,2.3,12072.09049,0.402,1,88.938,-0.505,0.505,0.0,,,0,,,,9083.5109,0.0011,-0.0011,0,9086.532625,12072.09049,1,0.1414,0.0068,-0.0068,2,2018,0,0,0,2,19,14,105,27,196,Transit,2,14,27,2,9.179,94.1719,349.556791231268,-56.9038988485241,6492940453524576128,6492940453524576128,9.655397,0.2156519
HD 219134,0.81,-0.03,0.03,4699.0,-16.0,16.0,0.78,-0.01,0.01,6.53127,-0.00385,0.00384,4.57,-0.02,0.02,Gaia DR2 2009481748875806976,3.469,3.859999895,3.25,5.570000172,5.2402,,,,,0,0.11,-0.04,0.04,[Fe/H],11.0,-2.2,2.2,K3 V,348.3372026,57.1696255,HD 219134 b,1.602884245,0.056044904,-0.056044904,0.143,0.005,-0.005,4.738821542,0.190697044,-0.190697044,0.01491,0.0006,-0.0006,0,1,2.381,3.092926,-1e-05,1e-05,983.3417771,983.3417771,983.3417771,0.038755334,5793922375.0,5793922375.0,5793922375.0,0.3,2.3,3424.832782,0.9245,1,85.05,-0.09,0.09,0.0,,,0,0.0,,,7126.69913,0.00087,-0.00087,0,7128.245593,3424.832782,1,0.0358,0.0024,-0.0024,1,2015,0,0,0,10,131,28,278,47,446,Transit,10,28,47,1,4.6278,6.53127,348.320728238272,57.1683545872878,2009481748875806976,2009481748875806976,5.2318964,0.20525591
HD 23472,0.67,-0.03,0.03,4684.0,-99.0,99.0,0.71,-0.02,0.02,39.0341,-0.04,0.0401,4.53,-0.08,0.08,Gaia DR2 4674216245427964416,7.347,7.864999771,7.206999779,9.720000267,9.38476,7.003,7.222,7.183,7.039,0,-0.2,-0.05,0.05,[Fe/H],,,,K4 V,55.4590314,-62.7672667,HD 23472 c,1.871899782,0.123298788,-0.112089807,0.167,0.011,-0.01,3.410298803,0.880384686,-0.810462437,0.01073,0.00277,-0.00255,0,1,0.92,29.79749,-0.00014,0.00013,483.0390488,484.5991636,483.5348595,0.164715642,24624988472.0,24473442910.0,24581298013.0,0.1,2.3,10769.39403,0.785,1,89.095,-0.073,0.089,0.063,-0.043,0.054,0,2.0,-128.0,116.0,8370.1037,0.0019,-0.0018,0,8385.002445,10816.85503,1,0.060151,0.003366,-0.003366,2,2019,0,0,0,8,20982,43,71111,81,159344,Transit,8,43,81,1,8.7513,39.0341,55.459996445454,-62.7670776592764,4674216245427964416,4674216245427964416,9.3899145,0.19708101
HD 235088,0.84,-0.06,0.03,5037.0,-14.0,14.0,0.79,-0.02,0.02,41.1706,-0.0414,0.0414,4.63,-0.02,0.02,Gaia DR2 2089570519439964416,7.224,7.645999908,7.084000111,9.19,8.94271,6.995,7.095,7.075,7.16,0,-0.01,-0.02,0.02,[Fe/H],0.7,-0.1,0.1,K2 V,300.6154535,53.3774418,HD 235088 b,2.040034493,0.078462865,-0.078462865,0.182,0.007,-0.007,4.838662986,0.0,0.0,0.015224136,0.0,0.0,1,0,0.0,7.4341393,-6.2e-06,6.2e-06,787.138475,787.138475,787.138475,0.070388819,10523128449.0,10523128449.0,10523128449.0,0.3,2.3,9926.142992,0.43,1,88.75,-0.17,0.17,0.0,,,0,,,,9798.46351,0.00055,-0.00055,0,9802.18058,9926.142992,1,0.061314,0.002669,-0.002669,2,2023,0,0,0,5,372,28,1411,52,2499,Transit,5,28,52,1,8.3879,41.1706,300.614263904221,53.3768154754798,2089570519439964416,2089570519439964416,8.953323,0.24564853
HD 23472,0.67,-0.03,0.03,4684.0,-99.0,99.0,0.71,-0.02,0.02,39.0341,-0.04,0.0401,4.53,-0.08,0.08,Gaia DR2 4674216245427964416,7.347,7.864999771,7.206999779,9.720000267,9.38476,7.003,7.222,7.183,7.039,0,-0.2,-0.05,0.05,[Fe/H],,,,K4 V,55.4590314,-62.7672667,HD 23472 f,1.132107054,0.078462865,-0.078462865,0.101,0.007,-0.007,0.769144744,0.438603201,-0.400463792,0.00242,0.00138,-0.00126,0,1,0.29,12.1621839,-9.9e-05,0.00012,651.1858367,654.4692696,651.2812912,0.090633642,13549729482.0,13417817234.0,13549497368.0,0.1,2.3,10163.90465,0.57,1,88.81,-0.32,0.58,0.07,-0.051,0.048,0,4.0,-133.0,97.0,8360.0754,0.0049,-0.0078,0,8366.156492,10263.65145,1,0.029,0.002517,-0.002517,2,2022,0,0,0,5,10293,26,42802,49,72181,Transit,5,26,49,1,8.7513,39.0341,55.459996445454,-62.7670776592764,4674216245427964416,4674216245427964416,9.3899145,0.19708101
HD 260655,0.44,-0.01,0.01,3803.0,-10.0,10.0,0.44,0.0,0.0,10.0055,-0.00505,0.00505,5.2,-0.07,0.07,Gaia DR2 3359074685047632640,6.031,6.673999786,5.861999989,9.593000412,8.876041,,,,,0,-0.43,-0.04,0.04,[Fe/H],5.0,-3.0,3.0,M0 V,99.2915429,17.5662696,HD 260655 b,1.244196861,0.022417961,-0.022417961,0.111,0.002,-0.002,2.138985176,0.340076395,-0.340076395,0.00673,0.00107,-0.00107,0,1,1.69,2.76953,-3e-05,3e-05,686.5375303,698.302433,675.8238535,0.02937729,4391904836.0,4246334978.0,4533507398.0,0.3,2.3,4019.144514,0.665,1,87.35,-0.14,0.14,0.039,-0.023,0.043,0,57.0,-160.0,70.0,9497.9102,0.0003,-0.0003,0,9499.294965,4290.952429,1,0.065,0.000384,-0.000384,2,2022,0,0,0,3,352,12,1214,22,2004,Transit,3,12,22,2,7.89863,10.0055,99.2949955338595,17.5648151166418,3359074685047632640,3359074685047632640,8.878268,0.14746016
HD 2685,1.43,-0.04,0.05,6801.0,-76.0,76.0,1.56,-0.05,0.05,196.852,-0.771,0.777,4.21,-0.03,0.03,Gaia DR2 4684205720883329920,8.651,8.824999809,8.595000267,9.590000153,9.52025,8.552,8.575,8.536,8.261,0,0.02,-0.06,0.06,[Fe/H],1.31,-0.47,0.34,,7.3289156,-76.304032,HD 2685 b,16.14093225,0.560449037,-0.560449037,1.44,0.05,-0.05,371.8592357,38.13940879,-38.13940879,1.17,0.12,-0.12,0,1,117.4,4.12688,-4e-05,5e-05,1663.007513,1664.379535,1675.933963,0.056769712,8487071993.0,8475424273.0,8358962519.0,0.3,2.3,15535.38672,0.258,1,89.252,-0.444,0.415,0.091,-0.047,0.039,0,184.36,-6.56,6.27,8325.78297,0.0002,-0.0002,0,8327.84641,15321.91323,1,1.099,4e-06,-4e-06,2,2019,0,0,0,1,1,6,1,11,2,Eclipse,1,1,2,3,9.2205,196.852,7.32896964490478,-76.3040620158817,4684205720883329920,4684205720883329920,9.52656,0.1702314
HD 28109,1.26,-0.08,0.08,6120.0,-50.0,50.0,1.45,-0.04,0.04,139.611,-0.427,0.429,4.13,-0.1,0.1,Gaia DR2 4668163021600295552,8.256,8.475999832,8.175000191,9.380000114,9.29976,8.136,8.175,8.155,7.997,0,0.0,-0.1,0.1,[Fe/H],1.1,-0.1,0.1,F8/G0 V,65.2383065,-68.1026875,HD 28109 c,4.225785736,0.112089807,-0.112089807,0.377,0.01,-0.01,7.942531881,4.227117808,-3.044796135,0.02499,0.0133,-0.00958,0,1,0.0,56.00819,-0.00202,0.00194,657.8068034,657.8068034,657.8068034,0.309657303,46293766858.0,46293766858.0,46293766858.0,0.1,2.3,32213.6998,0.365,1,89.543,-0.086,0.093,0.0,,,1,,,,8377.80109,0.00724,-0.00733,0,8405.805185,32213.6998,1,0.0834,0.0015,-0.0017,2,2022,0,0,0,3,1358,13,4863,24,7970,Transit,3,13,24,2,8.9387,139.611,65.2380521967055,-68.1026427684651,4668163021600295552,4668163021600295552,9.3063345,0.09055899
HD 260655,0.44,-0.01,0.01,3803.0,-10.0,10.0,0.44,0.0,0.0,10.0055,-0.00505,0.00505,5.2,-0.07,0.07,Gaia DR2 3359074685047632640,6.031,6.673999786,5.861999989,9.593000412,8.876041,,,,,0,-0.43,-0.04,0.04,[Fe/H],5.0,-3.0,3.0,M0 V,99.2915429,17.5662696,HD 260655 c,1.53563036,0.056044904,-0.044835923,0.137,0.005,-0.004,3.089292112,0.479920894,-0.479920894,0.00972,0.00151,-0.00151,0,1,1.92,5.70588,-7e-05,7e-05,574.5284607,570.3870952,579.6219725,0.047565212,7110999168.0,7216626251.0,6988499126.0,0.1,2.3,3531.877165,0.89,1,87.79,-0.08,0.08,0.038,-0.022,0.036,0,-25.0,-116.0,156.0,9490.3646,0.0004,-0.0004,0,9493.21754,3531.877165,1,0.083,0.053207,-0.053207,2,2022,0,0,0,3,643,12,2028,22,4122,Transit,3,12,22,2,7.89863,10.0055,99.2949955338595,17.5648151166418,3359074685047632640,3359074685047632640,8.878268,0.14746016
HD 28109,1.26,-0.08,0.08,6120.0,-50.0,50.0,1.45,-0.04,0.04,139.611,-0.427,0.429,4.13,-0.1,0.1,Gaia DR2 4668163021600295552,8.256,8.475999832,8.175000191,9.380000114,9.29976,8.136,8.175,8.155,7.997,0,0.0,-0.1,0.1,[Fe/H],1.1,-0.1,0.1,F8/G0 V,65.2383065,-68.1026875,HD 28109 d,3.250604412,0.112089807,-0.112089807,0.29,0.01,-0.01,5.679593626,2.736502581,-2.11038062,0.01787,0.00861,-0.00664,0,1,0.0,84.25999,-0.00662,0.00744,574.0835101,574.0835101,574.0835101,0.406563049,60781175780.0,60781175780.0,60781175780.0,0.1,2.3,37023.63144,0.339,1,89.682,-0.082,0.093,0.0,,,1,,,,8355.67324,0.00432,-0.00432,0,8397.803235,37023.63144,1,0.0489,0.0021,-0.0024,2,2022,0,0,0,9,11870,37,41888,67,66097,Transit,9,37,67,1,8.9387,139.611,65.2380521967055,-68.1026427684651,4668163021600295552,4668163021600295552,9.3063345,0.09055899
HD 332231,1.13,-0.08,0.08,6089.0,-96.0,97.0,1.28,-0.04,0.04,80.6665,-0.1908,0.1917,4.28,-0.03,0.03,Gaia DR2 2056007995732413312,7.3,7.508999825,7.242000103,8.56000042,8.41839,7.114,7.229,7.22,7.326,0,0.036,-0.058,0.059,[Fe/H],4.3,-1.9,2.5,F8,306.741134,33.7443882,HD 332231 b,9.718186294,0.30264248,-0.280224518,0.867,0.027,-0.025,77.55013121,6.674396538,-6.674396538,0.244,0.021,-0.021,0,1,17.3,18.71204,-0.00043,0.00043,847.4614068,857.8784325,838.0307629,0.143779519,21495038093.0,20981979232.0,21987610218.0,0.3,2.3,22105.29336,0.133,1,89.68,-0.28,0.22,0.032,-0.022,0.03,0,47.0,-74.0,69.0,8729.67987,0.00038,-0.00038,0,8739.03589,23164.76291,1,0.4867,0.0058,-0.0055,2,2020,0,0,0,1,5,3,12,4,19,Transit,1,3,4,2,8.0417,80.6665,306.741324941221,33.7444513020479,2056007995732413312,2056007995732413312,8.428037,0.24182329
HD 3167,0.84,-0.04,0.05,5261.0,-60.0,60.0,0.88,-0.01,0.01,47.2899,-0.1475,0.1485,4.53,-0.02,0.02,Gaia DR2 2554032474712538880,7.203,7.547999859,7.065999985,8.97,8.76221,6.942,7.09,7.054,7.065,0,0.04,-0.05,0.05,[Fe/H],7.8,-4.3,4.3,K0 V,8.7401487,4.3807215,HD 3167 b,1.670138129,0.168134711,-0.100880827,0.149,0.015,-0.009,4.970836279,0.241549589,-0.228836453,0.01564,0.00076,-0.00072,0,1,3.56,0.959641,-1.1e-05,1.1e-05,1716.916795,1716.916795,1716.916795,0.017978595,2687799930.0,2687799930.0,2687799930.0,0.3,2.3,6177.015069,0.11,1,83.4,-7.7,4.6,0.0,,,0,,,,7394.37454,0.00043,-0.00043,0,7394.854361,6177.015069,1,0.0294,,,1,2016,0,0,0,7,26,48,146,92,279,Transit,7,48,92,1,8.2491,47.2899,8.73968493239875,4.38146764812351,2554032474712538880,2554032474712538880,8.772422,0.106364965
HD 3167,0.84,-0.04,0.05,5261.0,-60.0,60.0,0.88,-0.01,0.01,47.2899,-0.1475,0.1485,4.53,-0.02,0.02,Gaia DR2 2554032474712538880,7.203,7.547999859,7.065999985,8.97,8.76221,6.942,7.09,7.054,7.065,0,0.04,-0.05,0.05,[Fe/H],7.8,-4.3,4.3,K0 V,8.7401487,4.3807215,HD 3167 c,3.004006836,0.448359229,-0.212970634,0.268,0.04,-0.019,11.1303508,0.778679596,-0.740540187,0.03502,0.00245,-0.00233,0,1,2.58,29.8454,-0.0012,0.0012,581.360914,581.360914,581.360914,0.177801253,26581287398.0,26581287398.0,26581287398.0,0.1,2.3,17535.88134,0.451,1,89.3,-1.0,0.5,0.0,,,1,178.0,-136.0,134.0,7394.9788,0.0012,-0.0012,0,7409.9015,17535.88134,1,0.0946,,,1,2016,0,0,0,7,1318,25,3681,45,6427,Transit,7,25,45,1,8.2491,47.2899,8.73968493239875,4.38146764812351,2554032474712538880,2554032474712538880,8.772422,0.106364965
HD 63433,0.99,-0.03,0.03,5640.0,-74.0,74.0,0.91,-0.03,0.03,22.4035,-0.0225,0.0225,4.53,-0.09,0.09,Gaia DR2 875071278432954240,5.359,5.619999886,5.257999897,6.909999847,6.71831,5.246,5.129,5.297,5.163,0,0.017,-0.017,0.017,[M/H],0.414,-0.023,0.023,G5IV,117.4793699,27.3631342,HD 63433 b,2.1521243,0.100880827,-0.100880827,0.192,0.009,-0.009,5.335182392,0.0,0.0,0.016786361,0.0,0.0,1,0,0.0,7.10793,-0.00034,0.0004,934.2619124,934.2619124,934.2619124,0.072160126,10787938769.0,10787938769.0,10787938769.0,0.3,2.3,11544.59098,0.18,1,89.38,-0.64,0.43,0.0,,,0,,,,8916.4526,0.0032,-0.0027,0,8920.006565,11544.59098,1,0.0467,0.0024,-0.0023,2,2020,0,0,0,5,148,10,276,16,411,Transit,5,10,16,2,6.2683,22.4035,117.47941846949,27.3631829441248,875071278432954240,875071278432954240,6.7371826,0.095461324
HD 63433,0.99,-0.03,0.03,5640.0,-74.0,74.0,0.91,-0.03,0.03,22.4035,-0.0225,0.0225,4.53,-0.09,0.09,Gaia DR2 875071278432954240,5.359,5.619999886,5.257999897,6.909999847,6.71831,5.246,5.129,5.297,5.163,0,0.05,-0.05,0.05,[Fe/H],0.414,-0.023,0.023,G5IV,117.4793699,27.3631342,HD 63433 c,2.667737414,0.123298788,-0.123298788,0.238,0.011,-0.011,7.668228062,0.0,0.0,0.024126944,0.0,0.0,1,0,0.0,20.5453,-0.0013,0.0012,698.3904838,698.3904838,698.3904838,0.146423295,21890282660.0,21890282660.0,21890282660.0,0.1,2.3,14549.15817,0.512,1,89.147,-0.2,0.069,0.0,,,0,,,,8844.05799,0.00084,-0.00087,0,8854.33064,14549.15817,1,0.0722,0.0038,-0.0037,2,2020,0,0,0,5,474,9,637,14,1104,Transit,5,9,14,2,6.2683,22.4035,117.47941846949,27.3631829441248,875071278432954240,875071278432954240,6.7371826,0.095461324
HD 63935,0.93,-0.05,0.05,5534.0,-100.0,100.0,0.96,-0.04,0.04,48.9739,-0.1053,0.1057,4.38,-0.1,0.1,Gaia DR2 3145754895088191744,6.964,7.303999901,6.881000042,8.58,8.39353,6.805,6.884,6.878,6.786,0,0.07,-0.06,0.06,[Fe/H],6.8,-1.9,1.8,,117.9246417,9.3852412,HD 63935 c,2.903126009,0.134507769,-0.134507769,0.259,0.012,-0.012,11.09856796,2.39960447,-2.39960447,0.03492,0.00755,-0.00755,0,1,2.71,21.4023,-0.00194,0.00189,701.5888395,701.5888395,701.5888395,0.147364,22030918011.0,22030918011.0,22030918011.0,0.1,2.3,17550.58108,0.3,1,88.241,-0.001,0.001,0.0,,,0,0.0,,,9231.828,0.0014,-0.0014,0,9242.52915,17550.58108,1,0.096075,0.003404,-0.003404,1,2021,0,0,0,8,469,27,1298,48,2058,Transit,8,27,48,1,7.9259,48.9739,117.924985568698,9.38605369836366,3145754895088191744,3145754895088191744,8.403595,0.16418436
HD 63935,0.93,-0.05,0.05,5534.0,-100.0,100.0,0.96,-0.04,0.04,48.9739,-0.1053,0.1057,4.38,-0.1,0.1,Gaia DR2 3145754895088191744,6.964,7.303999901,6.881000042,8.58,8.39353,6.805,6.884,6.878,6.786,0,0.07,-0.06,0.06,[Fe/H],6.8,-1.9,1.8,,117.9246417,9.3852412,HD 63935 b,2.992797855,0.134507769,-0.134507769,0.267,0.012,-0.012,10.79980926,1.798908781,-1.798908781,0.03398,0.00566,-0.00566,0,1,3.18,9.058811,-1.6e-05,1.7e-05,877.5252816,877.5252816,877.5252816,0.083074022,12419566251.0,12419566251.0,12419566251.0,0.3,2.3,12125.19146,0.49,1,88.49,-0.002,0.002,0.0,,,0,0.0,,,8494.4462,0.001,-0.001,0,8498.975606,12125.19146,1,0.078,5e-05,-5e-05,2,2021,0,0,0,4,93,18,299,34,545,Transit,4,18,34,2,7.9259,48.9739,117.924985568698,9.38605369836366,3145754895088191744,3145754895088191744,8.403595,0.16418436
